a,b,c
D,H,I
F,H,I
C,G,K
A,H,K
C,H,G
F,D,G
B,F,G
B,F,K
B,F,G
B,F,K
E,G,K
B,F,J
C,G,I
D,D,I
A,H,J
C,H,H
E,G,I
D,G,K
C,F,H
F,G,G
C,H,G
A,G,H
B,C,H
D,H,H
C,G,G
D,D,H
C,D,J
C,D,K
D,D,H
B,H,K
A,H,K
F,F,K
E,D,J
A,D,I
E,H,G
C,C,G
D,H,I
C,F,H
F,C,H
C,G,H
A,C,I
A,D,G
D,F,J
E,D,H
B,F,G
B,D,I
E,F,K
B,C,K
B,C,J
E,H,I
E,F,I
C,H,K
E,D,J
D,C,K
C,F,J
D,F,J
D,C,J
D,F,I
B,G,K
C,G,G
D,C,G
C,F,I
D,H,H
C,G,I
A,G,I
E,H,H
A,C,G
A,F,J
B,G,H
E,D,I
B,G,H
E,H,I
B,C,J
C,G,G
F,F,G
B,D,H
F,D,J
F,F,I
B,F,J
E,D,I
F,G,J
E,H,I
E,F,J
E,F,K
C,D,G
B,H,H
D,C,I
A,C,K
C,F,I
A,G,H
F,D,G
E,D,G
B,H,J
C,C,I
C,D,K
E,H,J
E,D,J
F,H,I
A,C,H
B,C,I
A,D,J
D,F,J
E,D,K
B,C,J
D,D,J
C,F,H
D,F,H
A,F,J
A,F,K
A,D,K
A,D,I
D,C,H
D,F,G
E,F,H
E,C,J
E,C,I
B,H,I
C,F,H
F,F,H
A,F,J
E,G,K
B,C,H
B,C,G
B,H,H
B,F,G
C,D,I
C,H,K
E,F,G
F,H,I
D,H,I
A,C,G
A,G,I
F,D,G
B,D,I
E,C,H
D,H,I
F,H,K
F,G,H
F,H,H
B,F,K
E,H,J
F,G,J
C,C,I
B,G,K
D,F,G
D,C,K
D,D,I
C,H,G
D,F,K
D,H,J
A,F,K
F,D,H
E,H,J
E,H,J
E,C,K
A,H,H
C,F,I
C,D,H
D,G,H
A,D,K
F,C,J
D,G,K
B,G,K
B,F,J
E,G,J
F,D,K
C,G,G
A,C,H
A,C,K
C,H,K
B,H,G
F,H,H
F,D,H
F,H,G
D,D,J
F,F,K
B,H,G
D,F,J
C,H,J
A,H,I
E,G,I
F,D,G
E,C,I
C,H,J
E,G,K
C,F,I
C,D,I
C,H,I
D,G,J
D,H,K
C,D,I
D,D,G
D,D,G
F,G,K
C,G,J
C,G,J
D,D,I
E,H,J
C,G,K
B,D,H
A,D,K
C,C,G
E,C,H
D,D,H
D,H,K
D,F,H
F,C,H
E,H,J
F,D,G
D,D,H
F,C,I
E,G,H
C,F,K
E,F,G
F,C,K
C,D,K
D,C,J
E,F,H
D,D,I
C,G,K
E,H,K
E,D,I
A,D,G
C,F,J
C,C,K
A,H,I
A,D,I
C,H,G
F,C,J
C,F,I
F,C,J
E,G,G
B,H,K
F,G,H
F,G,G
E,H,H
D,F,J
B,G,I
A,D,K
C,F,J
C,C,J
B,D,I
D,D,K
A,F,G
D,H,H
E,D,G
C,F,G
A,D,I
A,D,J
C,G,J
F,G,G
C,H,I
B,D,I
A,G,J
F,C,I
E,C,H
B,G,J
D,D,K
A,G,I
F,H,I
E,F,K
D,G,J
A,G,G
B,F,J
E,H,K
D,H,K
A,C,G
C,G,G
A,D,G
B,C,H
F,C,K
A,G,J
F,H,J
F,F,G
B,F,G
E,G,K
E,G,H
D,F,I
A,H,H
D,D,H
E,H,J
E,F,G
E,H,G
A,C,H
D,D,I
C,D,I
A,G,J
D,G,K
C,D,K
B,D,G
E,F,K
F,H,J
F,F,K
D,H,I
D,F,J
A,F,H
A,H,H
B,H,I
A,H,G
E,F,J
D,D,I
F,F,G
D,H,J
A,D,K
F,C,H
D,F,J
F,C,I
C,D,H
A,G,G
C,H,K
E,C,I
F,C,J
E,F,I
C,F,K
F,H,I
A,G,K
B,G,K
B,G,K
A,C,I
A,G,G
A,H,I
C,D,G
D,C,I
F,D,H
C,H,K
C,C,K
A,H,H
F,G,J
F,G,G
A,G,H
C,F,H
F,G,J
F,F,I
C,G,H
D,C,J
D,F,H
B,C,H
C,G,G
C,F,K
E,H,J
F,G,J
A,H,G
F,H,I
D,D,K
A,H,G
E,C,K
A,C,G
F,G,H
B,G,I
B,G,J
B,G,G
C,H,I
F,C,G
F,D,I
D,G,I
B,C,I
F,D,H
F,C,H
B,H,J
E,G,K
B,C,K
C,F,K
E,C,H
E,F,K
E,G,J
A,C,K
A,F,J
D,C,J
F,C,G
B,H,K
F,C,G
E,F,H
D,H,H
C,G,H
E,C,H
F,G,I
D,F,K
D,D,G
D,C,H
B,D,J
C,H,I
C,H,I
B,D,H
F,G,I
F,G,G
A,D,K
A,C,K
D,C,H
A,C,J
D,D,I
A,G,K
A,H,H
F,D,K
E,C,I
A,C,J
A,F,K
B,H,H
E,F,G
D,H,K
E,H,I
D,H,H
C,F,I
A,D,G
B,F,K
A,G,I
B,C,G
A,F,K
E,D,K
F,F,H
E,C,K
B,H,G
A,F,J
E,H,G
C,H,I
F,H,I
A,F,J
C,G,G
C,D,K
B,H,I
B,C,J
F,F,G
E,G,J
D,G,I
D,D,G
D,H,I
A,D,K
A,F,J
A,F,J
D,D,I
D,G,I
A,H,K
D,C,I
F,F,K
A,D,I
A,C,K
C,D,I
C,F,K
E,D,G
C,C,K
A,H,H
B,G,J
A,F,I
A,F,H
A,G,H
A,G,G
A,H,H
C,G,I
E,F,I
D,C,J
D,C,J
B,C,G
D,F,K
C,H,I
F,F,J
C,F,J
D,H,I
D,F,K
B,G,I
D,H,G
C,G,J
B,D,K
F,C,K
A,H,J
D,C,J
A,F,J
A,F,K
B,F,H
E,G,J
F,F,I
F,H,H
D,D,H
F,D,H
E,D,J
E,G,I
C,G,H
B,F,K
D,H,I
F,H,H
E,G,G
D,G,K
A,D,K
D,H,H
B,H,G
C,F,I
E,F,I
D,H,H
A,D,H
D,G,G
C,G,H
B,F,H
E,H,G
D,C,G
B,C,I
E,H,I
B,F,J
A,D,J
A,G,I
A,H,G
A,C,I
E,F,J
B,C,K
B,C,I
F,G,K
A,G,K
F,F,H
A,C,K
F,D,H
E,C,G
A,F,K
A,H,H
F,G,I
D,F,G
E,F,K
E,F,I
A,G,G
A,F,K
A,G,J
F,F,J
C,C,I
B,C,I
D,D,H
B,F,G
D,D,I
A,D,G
C,H,K
D,F,H
D,H,J
B,H,I
D,D,K
C,D,K
E,H,J
F,G,G
F,H,I
B,D,G
D,F,H
F,F,H
A,F,K
D,C,G
E,D,J
E,H,G
F,G,K
B,G,J
B,G,K
D,D,I
D,H,G
D,F,I
E,D,I
F,G,K
D,H,G
A,C,J
C,F,H
E,G,J
B,D,J
B,D,H
E,D,H
B,F,J
B,F,J
E,F,G
C,H,G
C,H,J
A,F,G
B,G,G
F,G,J
D,F,G
A,G,H
C,F,H
C,F,I
F,F,K
D,G,H
C,H,H
B,H,I
D,H,H
C,C,K
A,F,I
F,D,J
D,G,K
B,H,I
F,G,G
D,C,G
D,G,I
B,H,G
E,H,K
E,C,I
F,H,I
B,H,K
B,F,G
D,H,G
A,G,H
A,C,K
B,G,G
B,D,H
A,D,J
F,H,J
E,G,I
A,G,J
A,G,K
C,F,J
F,D,I
E,F,K
C,H,H
A,H,H
C,G,G
B,D,I
C,G,I
E,D,I
D,G,H
E,D,G
C,H,H
E,C,J
A,H,H
E,F,G
A,F,G
F,C,G
B,C,J
F,D,K
E,G,J
F,F,H
D,H,J
C,G,K
F,H,I
E,F,G
C,H,G
D,G,J
F,C,J
E,H,H
B,D,I
E,C,H
C,G,I
D,D,J
E,H,J
B,C,H
B,F,K
B,C,I
C,D,J
B,D,I
F,H,G
D,D,J
E,H,I
F,G,G
B,C,H
B,D,G
C,H,K
A,G,H
E,C,K
E,C,J
D,C,K
C,D,H
B,H,I
D,G,J
A,G,G
B,C,G
E,G,G
A,H,G
F,F,J
F,F,I
A,H,K
F,H,H
E,G,J
C,G,K
E,G,K
F,H,H
B,F,H
D,F,I
F,F,I
C,H,K
B,G,J
F,G,J
A,G,I
B,G,G
D,D,J
A,D,J
D,F,K
F,H,H
D,C,J
D,H,G
D,F,G
A,F,J
D,H,K
B,G,G
D,C,J
F,C,G
C,F,K
A,F,G
F,D,H
F,C,I
A,H,H
A,H,K
F,H,G
C,F,H
E,C,G
A,D,H
F,G,G
C,F,K
E,H,I
A,F,K
F,H,I
D,F,H
D,G,K
A,C,J
F,G,I
A,C,K
D,D,H
E,C,G
C,F,K
D,F,G
D,G,K
E,G,J
D,C,K
A,C,H
D,G,J
C,F,K
F,C,G
C,D,G
C,G,K
C,F,K
A,F,J
F,C,J
F,H,I
C,C,H
F,D,G
B,D,K
B,D,J
C,H,J
E,C,K
A,D,H
D,F,K
D,G,H
D,D,K
C,D,K
A,C,K
F,D,H
F,C,I
B,G,I
B,D,G
F,F,I
E,D,G
E,D,J
F,D,H
F,H,I
B,G,J
F,D,J
D,C,G
B,F,J
E,F,H
B,G,K
C,F,J
A,C,G
D,G,I
D,D,K
A,G,J
F,H,G
C,F,J
C,D,G
E,C,G
A,F,K
D,G,H
F,H,J
E,G,K
D,D,I
E,G,J
C,C,I
A,D,J
D,D,K
A,C,H
C,G,H
F,C,H
E,H,J
F,G,H
C,C,I
C,D,J
D,C,I
C,G,I
A,C,K
C,G,K
C,C,J
F,F,H
B,G,K
D,C,H
E,G,J
F,H,G
A,D,G
B,G,J
E,F,K
A,D,G
C,G,I
C,G,J
C,G,H
F,D,I
D,H,I
B,G,J
A,F,K
D,F,G
A,C,K
B,C,G
B,F,H
B,F,J
B,F,G
D,C,I
D,F,K
D,H,G
C,H,J
D,H,K
D,D,K
D,C,J
A,C,K
D,C,G
C,G,H
B,F,G
C,D,J
F,H,I
A,H,H
C,G,G
A,C,I
E,G,K
F,C,G
D,G,H
A,H,I
E,H,K
C,D,J
D,C,J
B,G,K
E,H,H
E,G,I
C,D,K
A,H,H
A,F,G
B,G,H
F,H,J
A,D,J
B,D,K
F,G,J
C,H,K
E,F,H
B,H,J
B,F,J
C,H,H
A,F,K
D,C,G
A,C,J
B,D,J
C,F,H
A,C,H
B,C,I
C,H,G
C,C,G
A,G,J
B,D,H
A,C,K
B,H,I
A,C,G
E,H,I
F,H,J
E,F,I
F,C,K
A,G,H
E,C,I
D,D,H
B,C,I
B,G,I
D,G,G
E,D,G
A,D,G
A,D,G
B,D,G
E,H,I
C,C,J
B,H,K
D,H,G
E,C,I
D,D,J
E,H,G
D,F,I
C,D,G
B,G,G
B,D,K
D,G,H
A,D,H
E,H,H
B,D,H
F,H,I
C,C,K
A,C,K
F,H,J
B,F,J
E,G,J
F,H,I
D,D,H
A,C,H
E,F,G
E,G,J
D,D,G
F,F,G
D,F,H
C,H,G
C,H,J
B,F,K
A,F,I
B,C,G
B,H,J
C,H,G
C,H,H
E,H,J
E,G,H
B,C,H
D,G,J
C,C,K
D,D,H
E,C,I
B,D,J
D,F,G
A,F,K
A,C,K
E,C,K
E,C,J
F,H,K
D,G,K
F,G,J
C,C,I
B,G,I
B,C,G
C,G,J
D,G,K
F,G,K
D,C,H
B,G,J
A,C,G
F,G,J
B,F,K
B,H,H
F,C,J
C,H,I
A,F,J
E,G,H
E,H,I
E,C,I
C,C,J
F,G,G
E,D,H
E,F,I
C,D,K
E,C,H
D,C,G
C,C,H
A,C,K
C,C,G
B,G,J
A,H,I
E,C,H
D,C,K
A,F,I
B,F,I
C,F,H
D,H,I
B,C,J
B,C,K
E,C,I
F,D,K
B,G,J
E,F,J
E,F,H
C,G,H
E,D,J
