a,b,c,d
B,F,I,K
D,F,I,K
D,F,H,K
D,G,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,G,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
A,H,I,K
D,F,I,K
D,C,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,G,J,K
D,F,I,K
D,F,K,K
D,F,I,K
D,G,I,K
E,F,H,K
E,F,I,K
F,F,I,K
C,D,I,K
A,F,I,K
E,C,I,K
E,C,H,K
E,G,H,K
E,C,I,K
E,C,I,K
E,C,K,K
C,C,K,K
E,D,J,K
E,C,K,K
E,C,K,K
E,C,I,K
E,F,H,K
E,C,K,K
E,C,K,K
F,F,K,K
E,C,H,K
E,G,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
A,C,I,K
A,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,H,K,K
D,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,C,K,K
B,C,K,K
E,C,K,K
E,H,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,C,H,K
E,C,J,K
E,C,K,K
E,C,K,K
B,C,K,K
E,C,H,K
C,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,G,K
A,C,K,K
E,H,K,K
C,F,K,K
E,H,K,K
D,F,K,K
E,C,K,K
E,C,K,K
E,F,I,K
E,G,K,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
B,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,K,K
D,C,G,K
E,C,K,K
D,C,K,K
C,G,G,K
C,C,K,K
F,C,K,K
C,C,K,K
C,C,K,K
C,F,H,K
C,G,K,K
C,G,H,K
C,G,K,K
C,G,K,K
C,G,J,K
C,C,J,K
F,G,J,K
C,H,J,K
C,G,J,K
C,G,J,L
C,G,J,L
C,G,J,L
C,G,I,L
E,D,J,L
C,G,J,L
C,G,J,L
D,C,J,L
C,C,J,L
C,G,J,L
E,G,J,L
C,C,G,L
C,D,J,L
C,G,J,L
C,G,J,L
D,D,J,L
A,G,J,L
C,G,J,L
F,G,J,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,G,J,L
F,F,I,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
D,G,J,L
C,G,J,L
D,G,J,L
C,G,J,L
C,G,J,L
B,G,G,L
B,G,J,L
B,G,K,L
A,C,G,L
D,G,J,L
A,F,H,L
B,F,J,L
B,F,I,L
F,F,J,L
B,H,J,L
B,F,H,L
B,F,H,L
D,F,G,L
C,F,H,L
B,F,H,L
B,F,G,H
B,F,H,H
D,F,H,H
B,F,H,H
B,F,G,H
B,F,H,H
B,F,H,H
F,G,H,H
B,F,H,H
B,F,G,H
B,F,H,H
C,F,H,H
B,D,H,H
B,D,H,H
B,F,H,H
B,F,H,H
D,D,H,H
C,F,H,H
B,F,K,H
B,F,H,H
B,F,H,H
B,F,H,H
C,F,H,H
B,F,H,H
B,G,H,H
B,F,H,H
B,F,I,H
B,F,H,H
C,F,H,H
B,C,H,H
B,F,H,H
C,F,H,H
B,F,H,H
B,D,J,H
B,F,H,H
B,F,H,L
B,F,H,L
B,F,G,L
B,F,H,L
A,H,H,L
B,F,H,L
B,F,H,L
D,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,G,L
E,G,H,L
B,G,H,L
A,F,H,L
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,I,H
C,D,I,H
C,F,H,H
B,F,H,H
B,C,J,H
B,F,J,H
B,G,H,H
B,D,K,H
D,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,G,H,H
B,F,H,H
B,F,K,H
F,F,H,H
B,F,H,H
B,C,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,G,H
B,F,H,H
B,F,H,H
F,F,H,L
F,F,K,L
F,F,H,L
E,F,H,L
A,F,H,L
F,H,K,L
A,H,H,L
F,H,H,L
A,D,K,L
F,C,H,L
F,H,K,L
F,H,K,L
F,H,K,L
F,H,K,L
F,H,G,L
F,H,K,J
E,H,K,J
F,H,K,J
F,H,K,J
F,C,I,J
B,G,J,J
F,F,I,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
B,H,K,J
F,H,K,J
E,F,K,J
F,H,K,J
F,H,K,J
A,H,G,J
F,H,K,J
B,H,K,J
A,H,K,J
F,C,K,J
A,H,J,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,H,K,J
D,G,K,J
D,D,K,J
C,C,K,J
C,H,K,J
D,H,K,J
B,F,K,J
F,F,K,J
D,F,K,J
D,F,K,J
C,F,K,J
A,F,I,J
A,C,I,J
D,F,I,J
D,F,I,J
D,F,I,J
A,F,I,K
D,F,G,K
D,F,K,K
A,C,I,K
D,F,I,K
D,F,I,K
E,F,I,K
B,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,C,G,K
D,F,K,K
D,F,I,K
F,C,I,K
D,G,I,K
C,F,I,K
D,C,I,K
D,F,I,K
D,H,K,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,G,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,G,K
D,D,J,K
C,F,I,K
D,F,I,K
D,G,I,K
D,F,I,K
F,F,I,K
D,D,I,K
D,F,I,K
E,F,I,K
D,F,J,K
A,F,I,K
D,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,F,K,K
D,F,J,K
D,F,I,K
D,F,I,K
D,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,G,K
D,G,I,K
D,F,K,K
D,F,I,K
D,F,H,K
E,F,I,K
D,F,I,K
D,F,I,K
A,C,I,K
D,D,I,K
C,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,H,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,J,K
E,G,I,K
D,F,I,K
D,F,I,K
D,F,I,K
C,F,I,K
D,F,J,K
E,F,I,K
B,F,I,K
D,F,K,K
D,D,I,K
F,F,I,K
D,D,I,K
D,G,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,F,I,K
E,F,G,K
E,F,I,K
B,F,J,K
E,D,I,K
E,F,H,K
E,C,I,K
E,C,I,K
E,C,I,K
B,G,I,K
F,C,I,K
E,H,K,K
C,C,K,K
C,C,K,K
E,C,K,K
E,C,G,K
E,H,K,K
E,C,I,K
D,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,H,K
C,C,G,K
E,C,K,K
E,C,K,K
E,D,I,K
F,C,K,K
A,G,K,K
E,C,K,K
E,C,K,K
E,D,K,K
E,C,K,K
E,C,I,K
E,D,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,J,K
E,C,I,K
E,C,K,K
F,C,K,K
E,C,G,K
E,C,J,K
E,F,G,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,G,I,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
E,C,J,K
E,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
F,C,K,K
E,C,K,K
E,D,K,K
E,C,G,K
E,C,I,K
E,C,K,K
F,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,I,K
D,H,K,K
E,C,K,K
C,G,I,K
E,C,K,K
E,C,K,K
E,G,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,G,K,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,H,K,K
E,C,K,K
C,C,K,K
E,C,G,K
E,C,K,K
C,C,K,K
C,C,K,K
C,C,G,K
C,C,I,K
C,C,K,K
C,G,K,K
C,G,H,K
C,G,K,K
C,G,K,K
F,G,G,K
C,G,K,K
C,D,J,K
C,G,J,K
C,G,G,K
C,F,K,K
C,G,J,L
A,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,G,K,L
E,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
E,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
B,G,J,L
B,D,J,L
C,G,H,L
C,G,I,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,H,J,L
C,G,J,L
C,C,J,L
C,G,J,L
A,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,G,G,L
B,G,J,L
B,G,J,L
C,C,J,L
B,G,K,L
B,G,J,L
E,G,J,L
B,D,J,L
A,D,J,L
B,D,J,L
B,G,J,L
B,G,J,L
B,D,H,L
D,D,K,L
B,F,H,L
B,C,H,L
C,D,H,L
B,D,J,I
B,D,H,I
E,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
B,G,H,I
B,D,H,I
B,D,J,I
A,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
D,D,J,I
B,D,I,I
B,D,J,I
D,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,F,H,I
B,F,H,I
B,D,H,I
E,D,J,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,G,H,I
A,D,H,I
B,D,J,I
E,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,K,I
B,D,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,G,I
B,C,H,I
A,G,H,I
B,D,H,I
F,D,H,I
B,D,H,I
A,D,H,I
D,D,H,I
A,F,H,I
B,H,H,I
B,D,H,I
F,C,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,I,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,F,H,I
A,F,H,I
A,H,H,I
D,C,K,I
A,F,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
C,C,G,H
A,C,G,H
A,D,G,H
E,C,G,H
A,C,G,H
A,D,G,H
A,G,G,H
A,C,G,H
F,C,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,D,G,H
E,F,G,H
B,C,K,H
E,C,G,H
B,C,G,H
B,C,G,H
B,C,K,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,J,H
A,C,G,H
D,C,G,H
A,D,H,H
A,C,I,H
A,C,G,H
A,C,G,H
D,C,G,H
A,F,G,H
A,C,G,H
B,C,G,H
B,G,K,H
B,C,J,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,K,H
B,D,K,H
B,D,H,H
B,H,H,H
B,D,H,H
B,D,H,H
B,D,H,I
B,C,G,I
A,D,H,I
A,D,H,I
B,D,H,I
A,D,H,I
B,D,J,I
B,D,H,I
B,D,G,I
F,D,H,I
B,D,H,I
C,D,J,I
D,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,I,I
D,F,H,I
E,D,G,I
B,G,H,I
B,D,G,I
B,G,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
C,D,H,I
C,D,H,I
E,H,H,I
D,G,H,I
C,D,H,I
C,C,H,I
C,H,I,I
C,C,H,I
C,C,H,I
D,C,H,I
C,C,I,I
E,C,H,I
C,C,J,I
C,C,G,I
C,C,J,I
D,C,J,G
C,C,K,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
E,C,J,G
A,C,J,G
F,C,J,G
E,C,G,G
E,C,J,G
C,C,J,G
C,G,I,G
E,C,J,G
B,C,J,G
D,C,J,G
C,C,J,G
C,C,G,G
C,C,J,G
C,C,J,G
C,C,K,G
C,D,J,G
C,C,J,G
C,C,J,G
A,C,K,G
C,C,J,G
C,C,J,G
F,C,H,G
C,C,J,G
B,C,J,G
C,G,J,G
C,G,J,G
B,G,J,G
B,G,J,G
C,G,J,G
C,G,J,G
C,G,I,G
C,G,H,G
C,G,J,G
C,G,J,G
D,G,H,G
C,F,J,G
C,G,J,G
D,G,J,G
B,H,J,G
C,G,J,I
C,C,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
B,G,J,I
C,G,J,I
C,G,K,I
C,G,J,I
C,G,J,I
C,H,G,I
C,G,K,I
C,G,J,I
C,G,J,I
C,G,I,I
C,G,G,I
C,C,J,I
A,G,H,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
E,G,J,I
C,G,J,I
C,G,J,I
E,G,J,I
C,G,J,I
C,G,J,I
E,H,J,I
C,G,H,I
C,G,G,I
C,G,I,I
C,G,J,I
C,G,K,I
D,G,I,L
A,G,J,L
C,G,G,L
D,G,J,L
F,C,J,L
D,H,J,L
B,C,G,L
D,H,J,L
D,C,J,L
D,G,J,L
B,C,G,L
B,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,K,L
D,C,H,L
D,C,H,L
C,C,H,L
D,C,H,L
B,C,H,L
D,D,J,L
A,C,H,L
C,C,H,L
D,C,H,L
D,C,H,L
F,C,H,L
D,C,I,L
F,C,J,L
D,C,H,L
D,G,H,L
D,C,J,L
D,C,H,L
D,C,H,L
D,H,I,L
D,C,H,L
D,C,H,L
D,C,I,L
F,C,H,L
C,D,H,L
D,C,H,L
D,H,I,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
F,C,J,L
D,C,K,L
E,H,H,L
E,C,H,L
E,C,H,L
E,C,H,L
E,C,I,L
D,F,H,L
E,F,H,L
E,C,H,L
C,G,H,L
E,G,G,L
F,D,H,L
E,G,H,L
E,G,H,L
E,C,H,L
C,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,I,L
E,G,H,L
E,G,H,L
E,H,H,L
E,G,H,L
E,F,H,L
E,D,H,K
E,G,H,K
A,G,H,K
E,F,H,K
E,G,H,K
E,G,H,K
E,G,I,K
E,G,H,K
A,G,I,K
E,G,K,K
E,G,H,K
E,G,H,K
E,C,H,K
A,G,J,K
F,G,K,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,I,K
D,G,H,G
D,G,H,G
D,G,H,G
F,G,J,G
D,G,H,G
D,H,I,G
F,H,H,G
D,H,H,G
D,H,H,G
D,H,K,G
B,H,J,G
D,H,J,G
D,H,I,G
D,H,G,G
D,H,J,G
D,H,J,G
D,H,H,G
D,H,J,G
D,F,J,G
D,H,J,G
F,D,J,G
D,H,J,G
D,F,H,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,C,J,G
D,H,J,G
D,H,K,G
D,H,J,G
D,H,J,G
E,F,J,G
F,H,J,G
D,F,I,G
D,H,J,G
D,H,I,G
D,F,J,G
D,H,J,G
D,G,J,G
A,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,G,J,I
D,H,J,I
D,H,K,I
D,C,J,I
D,H,J,I
D,H,J,I
D,D,K,I
D,H,J,I
D,H,J,I
D,C,J,I
D,H,J,I
D,H,K,I
D,H,I,I
B,H,H,I
D,H,J,I
D,H,J,I
D,G,J,I
F,H,J,I
D,G,J,I
E,H,K,I
B,H,J,I
B,H,J,I
D,H,J,I
D,H,J,I
B,F,J,I
D,C,J,I
D,H,J,I
C,H,J,I
F,H,J,I
D,H,H,I
D,H,J,I
D,H,H,I
E,G,J,I
D,G,J,I
B,D,J,I
D,H,J,I
D,H,J,L
D,H,G,L
D,H,J,L
D,C,H,L
A,H,K,L
D,H,J,L
D,H,H,L
D,D,J,L
D,F,J,L
D,H,J,L
D,H,K,L
D,H,I,L
D,H,J,L
D,H,J,L
D,H,J,L
C,H,G,L
C,H,J,L
F,H,J,L
C,H,J,L
A,H,J,L
C,H,K,L
C,H,J,L
C,H,I,L
C,D,G,L
C,H,J,L
C,H,G,L
C,H,H,L
E,G,H,L
F,H,J,L
A,H,H,L
C,H,H,L
C,G,H,L
A,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,K,L
C,H,K,L
C,H,H,L
F,G,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,I,L
D,D,J,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
F,H,H,L
B,C,H,L
C,H,H,L
C,H,J,L
B,D,H,L
B,H,H,L
C,H,H,L
C,G,J,L
C,H,H,L
C,H,I,L
C,H,H,L
C,H,H,L
B,H,H,L
A,H,H,L
C,H,H,L
C,H,J,L
C,F,H,L
C,H,I,L
C,F,I,L
D,C,H,L
C,G,H,L
C,H,H,L
C,G,H,L
D,H,J,L
C,H,H,L
C,H,H,L
E,H,H,L
C,H,H,L
C,F,H,L
C,C,H,L
C,H,H,L
C,H,H,K
C,H,H,K
A,H,H,K
C,H,H,K
D,H,H,K
B,C,I,K
C,D,H,K
D,H,J,K
C,F,H,K
E,H,H,K
B,H,H,K
D,H,H,K
B,C,H,K
A,H,H,K
B,H,H,K
B,D,H,K
B,D,H,K
B,D,H,K
B,D,H,K
B,D,I,K
A,D,H,I
E,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,G,H,I
B,D,H,I
B,D,I,I
B,D,H,I
F,D,I,I
B,G,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,G,H,I
B,D,H,I
B,F,H,I
B,D,H,I
B,F,I,I
B,D,H,I
B,D,I,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,F,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,I,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,G,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
F,D,H,I
C,H,H,I
A,D,H,I
A,D,G,I
A,C,H,I
A,C,K,I
C,C,H,I
A,C,H,I
A,C,H,I
A,C,G,I
A,D,H,I
A,C,G,I
A,C,H,I
A,H,G,I
C,C,G,H
A,C,G,H
E,G,G,H
A,C,H,H
A,C,G,H
A,C,H,H
A,C,K,H
B,H,G,H
A,C,G,H
D,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,D,I,H
A,C,G,H
A,C,H,H
A,C,J,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
C,C,G,H
B,F,K,H
E,C,G,H
A,C,G,H
A,D,G,H
A,H,I,H
A,C,G,H
A,C,J,H
A,H,I,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,K,H
B,C,K,H
B,G,H,H
B,C,G,H
F,C,K,H
B,D,G,H
B,D,G,H
B,D,H,H
A,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,G,H,I
F,H,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,F,J,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,J,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
C,D,H,I
C,D,J,I
C,D,J,I
C,C,H,I
C,D,H,I
C,C,H,I
C,G,H,I
D,C,H,I
C,C,H,I
C,C,H,I
C,C,G,I
C,D,G,I
A,C,G,I
C,C,G,I
C,F,H,I
C,C,G,H
C,D,G,H
C,C,G,H
C,C,H,H
C,C,G,H
E,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
F,C,J,H
D,C,J,H
F,C,G,H
C,C,G,H
C,C,G,H
F,C,G,H
C,C,G,H
C,C,G,H
C,H,J,H
C,C,I,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
B,G,G,H
D,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,F,G,H
E,C,G,H
E,H,G,H
B,C,G,H
C,F,J,H
B,C,G,H
B,G,I,H
B,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,H,H
D,D,J,H
B,D,H,H
E,D,H,H
B,D,H,H
D,D,H,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,I,I
B,C,H,I
B,D,H,I
A,C,H,I
B,D,K,I
B,D,H,I
E,D,H,I
B,D,J,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,G,H,I
D,D,H,I
E,F,H,I
B,D,H,I
B,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
A,D,H,I
E,D,H,I
B,D,H,I
F,D,J,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,G,I
F,C,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
C,C,I,I
A,C,I,H
A,C,G,H
A,C,J,H
A,G,J,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
A,D,G,H
A,H,G,H
D,C,G,H
A,C,I,H
A,C,G,H
A,C,J,H
E,C,K,H
A,C,K,H
B,C,G,H
A,C,G,H
